N_traj,T2,T2_error,T2_lower,T2_upper,ci_width_pct,R2
500,0.0013122781856815115,,0.0011944113489545047,0.0014301450224085183,17.963696724226878,0.9959686619016451
1000,0.0013013423445262043,,0.0012167474846265457,0.0013859372044258628,13.001169178193159,0.9960420540241327
2000,0.0013120570684702247,,0.0012490652099794105,0.0013750489269610388,9.601999791710071,0.9931811676872955
3000,0.0012461788173649682,,0.0011953339071270421,0.0012970237276028942,8.160130717907249,0.9950673999842076
5000,0.0011871189034730085,,0.0011468183584663707,0.0012274194484796462,6.78963916566999,0.9990453174842114
