time (s),P(t),P_std
0.0,1.0,0.0
4.999999999999999e-10,0.999990013543542,8.966955515941341e-17
9.999999999999999e-10,0.9999604489974786,8.396692408569456e-17
1.4999999999999998e-09,0.9999112969302599,8.870211834826713e-17
1.9999999999999997e-09,0.9998429054749856,8.635508522760763e-17
2.4999999999999996e-09,0.9997554439954978,8.816783334564476e-17
2.9999999999999996e-09,0.9996491962751081,8.50849120915218e-17
3.4999999999999995e-09,0.9995245298457481,8.656892398314543e-17
3.9999999999999994e-09,0.9993814821318651,8.840052795286716e-17
4.499999999999999e-09,0.9992210477215097,8.828425731468504e-17
4.999999999999999e-09,0.9990427141099143,8.556643779299518e-17
5.5e-09,0.9988472068554103,8.823770616074211e-17
5.999999999999999e-09,0.9986335693871714,8.635508522760763e-17
6.499999999999999e-09,0.9984020734423187,8.835403805853808e-17
6.999999999999999e-09,0.9981531950772969,8.774742803638701e-17
7.5e-09,0.9978870147007329,9.055863566695394e-17
7.999999999999999e-09,0.9976041032340808,8.566241812355416e-17
8.499999999999998e-09,0.9973053179327711,8.70422403810939e-17
8.999999999999998e-09,0.9969891517320941,8.725439510702237e-17
9.499999999999999e-09,0.9966583663206342,8.60930054571165e-17
9.999999999999999e-09,0.9963106614285047,8.860943063397871e-17
1.0499999999999998e-08,0.9959480503550062,8.802792132941247e-17
1.1e-08,0.9955690470897884,8.85630504001631e-17
1.1499999999999999e-08,0.9951759097779448,8.551840723193144e-17
1.1999999999999998e-08,0.994767549126563,8.865578660399972e-17
1.2499999999999998e-08,0.9943424765357296,8.65451902132729e-17
1.2999999999999997e-08,0.9939014160546915,8.50849120915218e-17
1.3499999999999998e-08,0.9934468931813938,8.649770313687834e-17
1.3999999999999998e-08,0.992977732996031,8.826098480675078e-17
1.4499999999999997e-08,0.9924940500402559,8.744254496454559e-17
1.5e-08,0.9919975683853257,8.87715706243506e-17
1.5499999999999997e-08,0.9914871139672168,8.791115788588557e-17
1.5999999999999998e-08,0.9909637688631779,8.682956728918957e-17
1.65e-08,0.9904251566680257,8.67585604075115e-17
1.6999999999999997e-08,0.9898707281396781,8.661637201300725e-17
1.7499999999999998e-08,0.9893025124941828,8.734852069545582e-17
1.7999999999999996e-08,0.9887201290803787,8.685322334937216e-17
1.8499999999999997e-08,0.9881267073761439,8.711301603207303e-17
1.8999999999999998e-08,0.9875189969574782,8.67585604075115e-17
1.9499999999999996e-08,0.9868998044042063,8.642642360014358e-17
1.9999999999999997e-08,0.9862671955123614,8.971536336427076e-17
2.0499999999999998e-08,0.9856215357978311,8.746603523896922e-17
2.0999999999999996e-08,0.9849641487547767,8.261034172711887e-17
2.1499999999999997e-08,0.9842948359911261,8.930224360965779e-17
2.2e-08,0.9836158162819922,8.800458103433709e-17
2.2499999999999996e-08,0.9829252679519578,8.46977204938455e-17
2.2999999999999998e-08,0.9822218577668445,8.630749355398594e-17
2.3499999999999995e-08,0.9815098963130814,8.671119018262734e-17
2.3999999999999997e-08,0.9807866476848013,8.602139057812895e-17
2.4499999999999998e-08,0.9800521067651703,8.50849120915218e-17
2.4999999999999996e-08,0.9793046893358677,8.513318722283364e-17
2.5499999999999997e-08,0.978544909011203,8.372190773586405e-17
2.5999999999999995e-08,0.9777697758740256,8.452776646178102e-17
2.6499999999999996e-08,0.9769844990191061,8.367281836914829e-17
2.6999999999999997e-08,0.9761912580332959,8.786440906158219e-17
2.7499999999999995e-08,0.9753887918428232,8.585405688235606e-17
2.7999999999999996e-08,0.9745733235299459,8.65451902132729e-17
2.8499999999999997e-08,0.9737485324247056,8.659265124794157e-17
2.8999999999999995e-08,0.9729139786057388,8.809790511255821e-17
2.9499999999999996e-08,0.9720702758846977,8.399138640932664e-17
3e-08,0.9712194122839497,8.578224251856995e-17
3.0499999999999995e-08,0.9703529623791982,8.087627385369305e-17
3.099999999999999e-08,0.9694746809861282,8.481890773638686e-17
3.15e-08,0.9685872227515775,8.416242359151144e-17
3.1999999999999995e-08,0.9676903168982449,8.389349431731113e-17
3.249999999999999e-08,0.9667843834887604,8.347617222568528e-17
3.3e-08,0.965865976140063,8.539821264374527e-17
3.3499999999999996e-08,0.9649380010025493,8.263520563790825e-17
3.3999999999999993e-08,0.9640007528304553,8.261034172711887e-17
3.45e-08,0.9630552135827241,8.362370018565567e-17
3.4999999999999996e-08,0.9620984574924591,8.303201563004358e-17
3.5499999999999994e-08,0.9611311738024354,8.165990349887982e-17
3.599999999999999e-08,0.9601556785792204,8.443049627252756e-17
3.6499999999999996e-08,0.9591684109376422,8.496410426104582e-17
3.6999999999999994e-08,0.9581707375635106,8.110455922690037e-17
3.749999999999999e-08,0.9571638478967781,8.359913027174625e-17
3.7999999999999996e-08,0.9561488286567543,8.430875072070015e-17
3.8499999999999994e-08,0.9551291496465498,8.330372606081968e-17
3.899999999999999e-08,0.9541051233057347,8.258547033058135e-17
3.9499999999999996e-08,0.953077390712199,8.320502492893073e-17
3.9999999999999994e-08,0.9520387334314152,8.253570505319064e-17
4.049999999999999e-08,0.9509873722876611,8.40402896952222e-17
4.0999999999999997e-08,0.9499264578205006,8.241116038430201e-17
4.1499999999999994e-08,0.9488504842195249,8.04433006106855e-17
4.199999999999999e-08,0.947770644557368,8.138270506328773e-17
4.25e-08,0.946681110952265,7.915612475190917e-17
4.2999999999999995e-08,0.9455854674890913,8.27097525232875e-17
4.349999999999999e-08,0.9444823931854399,8.246100082453038e-17
4.4e-08,0.9433701533432656,8.178559220416819e-17
4.4499999999999995e-08,0.9422551665504745,8.384450541134262e-17
4.499999999999999e-08,0.9411392398361271,8.352537716495701e-17
4.549999999999999e-08,0.9400252799825701,8.090167070589818e-17
4.5999999999999995e-08,0.9389138901696673,8.193616414913901e-17
4.649999999999999e-08,0.9377941998578487,7.889616961715914e-17
4.699999999999999e-08,0.9366737305940556,8.226145788034025e-17
4.7499999999999995e-08,0.9355432469661211,8.072372494607393e-17
4.799999999999999e-08,0.9344135521418925,7.842607901964165e-17
4.849999999999999e-08,0.9332773307825966,7.985377668298796e-17
4.8999999999999995e-08,0.9321278250511477,8.285864508759252e-17
4.949999999999999e-08,0.9309750559494028,8.08254562088053e-17
4.999999999999999e-08,0.9298211089404338,7.902625407419788e-17
5.0499999999999996e-08,0.9286571660291183,8.474621618662174e-17
5.0999999999999993e-08,0.9274874991837623,8.263520563790825e-17
5.149999999999999e-08,0.9263166263435821,8.181070677322451e-17
5.199999999999999e-08,0.9251415862439216,7.913016766816421e-17
5.2499999999999994e-08,0.9239664603486802,8.165990349887982e-17
5.299999999999999e-08,0.9227828114733058,8.080003540106574e-17
5.349999999999999e-08,0.9215862320504966,8.143317496275171e-17
5.3999999999999994e-08,0.9203884463147598,8.085086902383629e-17
5.449999999999999e-08,0.9191832118984194,8.233634315563857e-17
5.499999999999999e-08,0.9179766827509886,8.278423227950804e-17
5.5499999999999994e-08,0.916765825882473,7.826875473077951e-17
5.599999999999999e-08,0.9155555574571175,7.982804644978159e-17
5.649999999999999e-08,0.9143451226230509,8.115520210365965e-17
5.6999999999999994e-08,0.9131218012946372,7.918207332652912e-17
5.749999999999999e-08,0.9118898238203834,8.128167125020237e-17
5.799999999999999e-08,0.9106559051271582,8.238622885737108e-17
5.8499999999999994e-08,0.9094208489027393,8.016189529391645e-17
5.899999999999999e-08,0.9081869140953079,7.918207332652912e-17
5.949999999999999e-08,0.9069462968902086,8.216150467467649e-17
6e-08,0.9057070541246167,8.087627385369305e-17
6.049999999999999e-08,0.9044554099977279,8.359913027174625e-17
6.099999999999999e-08,0.9032016576371178,7.972504247597728e-17
6.149999999999999e-08,0.9019381647455502,8.211148244497134e-17
6.199999999999999e-08,0.9006726882033258,8.27097525232875e-17
6.25e-08,0.8994036020676034,8.186091279622146e-17
6.3e-08,0.8981312279245729,7.879194741893008e-17
6.349999999999999e-08,0.8968536938647061,8.036665142642833e-17
6.399999999999999e-08,0.895571713431473,7.97508059416606e-17
6.449999999999999e-08,0.8942910516942457,8.171020218150495e-17
6.499999999999999e-08,0.8930050599516963,8.123110721964783e-17
6.549999999999998e-08,0.8917176526159897,7.949279554062838e-17
6.6e-08,0.890430018286137,8.123110721964783e-17
6.649999999999999e-08,0.8891429234689939,7.845226906178752e-17
6.699999999999999e-08,0.8878554016375761,8.15843973306311e-17
6.749999999999999e-08,0.886563371525602,7.954446457145965e-17
6.799999999999999e-08,0.8852642336379084,8.115520210365965e-17
6.849999999999998e-08,0.8839681988130246,8.041775900006842e-17
6.9e-08,0.8826692549107359,8.138270506328773e-17
6.95e-08,0.8813637278042608,7.889616961715914e-17
6.999999999999999e-08,0.8800603147732924,7.990521229327011e-17
7.049999999999999e-08,0.8787638895841264,7.990521229327011e-17
7.099999999999999e-08,0.8774709448698991,8.077460659307139e-17
7.149999999999999e-08,0.8761697751471612,8.074916977726412e-17
7.199999999999998e-08,0.8748676772646194,8.15843973306311e-17
7.25e-08,0.8735579296573207,8.003365669749631e-17
7.299999999999999e-08,0.8722535763488547,7.949279554062838e-17
7.349999999999999e-08,0.8709494350280778,8.016189529391645e-17
7.399999999999999e-08,0.8696371741738274,8.049435951814986e-17
7.449999999999999e-08,0.8683201889388262,7.910420206691776e-17
7.499999999999998e-08,0.86700584306908,8.176046992060693e-17
7.55e-08,0.8656819008102195,7.750385217016096e-17
7.599999999999999e-08,0.8643551390960135,8.039220927456254e-17
7.649999999999999e-08,0.8630211189329714,8.062186531566542e-17
7.699999999999999e-08,0.8616901755119873,8.17353399154273e-17
7.749999999999999e-08,0.8603580033757919,7.987949862814951e-17
7.799999999999998e-08,0.8590277201452896,8.072372494607393e-17
7.85e-08,0.857697559188423,8.105388470822197e-17
7.899999999999999e-08,0.8563654021301064,7.925986807919827e-17
7.949999999999999e-08,0.8550285139915471,7.913016766816421e-17
7.999999999999999e-08,0.8536845755475435,7.998230368823245e-17
8.049999999999999e-08,0.852349213211613,8.105388470822197e-17
8.099999999999998e-08,0.8510065985251928,8.105388470822197e-17
8.149999999999998e-08,0.8496666349201433,8.090167070589818e-17
8.199999999999999e-08,0.848322403216441,7.816369595224381e-17
8.249999999999999e-08,0.8469837608782965,8.021313332746002e-17
8.299999999999999e-08,0.8456493017414679,8.028992906867558e-17
8.349999999999999e-08,0.8443165517666091,8.059638029359178e-17
8.399999999999998e-08,0.8429919216819328,7.86614754840469e-17
8.449999999999998e-08,0.8416621833256775,7.832123127353765e-17
8.5e-08,0.840326148875459,8.178559220416819e-17
8.549999999999999e-08,0.8389909182322663,7.800584248392333e-17
8.599999999999999e-08,0.8376439739528077,8.03155113312552e-17
8.649999999999999e-08,0.836302024502176,7.75833297355704e-17
8.699999999999998e-08,0.8349463700916031,8.198629334572155e-17
8.749999999999998e-08,0.833581232853715,7.925986807919827e-17
8.8e-08,0.8322221099728798,7.957028650512844e-17
8.849999999999999e-08,0.8308659590918721,7.847845036372169e-17
8.899999999999999e-08,0.8295038880693658,8.080003540106574e-17
8.949999999999999e-08,0.8281477819522286,8.102853556461275e-17
8.999999999999999e-08,0.8267956977493729,8.04433006106855e-17
9.049999999999998e-08,0.8254452257741333,7.884407573916694e-17
9.099999999999998e-08,0.8241030338887578,8.005932084973443e-17
9.149999999999999e-08,0.8227658059320512,7.894822912108668e-17
9.199999999999999e-08,0.8214313216979284,8.095244050738454e-17
9.249999999999999e-08,0.820105331590623,7.987949862814951e-17
9.299999999999999e-08,0.8187868416964215,8.120581339769892e-17
9.349999999999998e-08,0.817467533624957,7.881801588859915e-17
9.399999999999998e-08,0.8161543515049493,8.04433006106855e-17
9.449999999999999e-08,0.8148322903796128,7.957028650512844e-17
9.499999999999999e-08,0.8135084828450619,7.987949862814951e-17
9.549999999999999e-08,0.8121836862169673,7.842607901964165e-17
9.599999999999999e-08,0.8108509545449443,7.75833297355704e-17
9.649999999999998e-08,0.8095095868932477,7.925986807919827e-17
9.699999999999998e-08,0.8081662238903706,7.931168885497247e-17
9.749999999999998e-08,0.8068171669268033,8.023874007458557e-17
9.799999999999999e-08,0.8054679247696471,8.128167125020237e-17
9.849999999999999e-08,0.8041116521775852,7.816369595224381e-17
9.899999999999999e-08,0.8027641102023533,7.873978458804285e-17
9.949999999999998e-08,0.8014164112974327,7.941522896283854e-17
9.999999999999998e-08,0.8000718967733313,8.074916977726412e-17
1.0049999999999998e-07,0.7987195029035571,8.059638029359178e-17
1.0099999999999999e-07,0.7973743112251649,7.863535511955984e-17
1.0149999999999999e-07,0.7960315284705809,8.118051169482654e-17
1.0199999999999999e-07,0.7946788886149292,7.959610006185134e-17
1.0249999999999998e-07,0.7933371703290322,7.760980417064758e-17
1.0299999999999998e-07,0.7919720504407027,8.026433865238615e-17
1.0349999999999998e-07,0.7906029131162082,7.985377668298796e-17
1.0399999999999998e-07,0.7892217369968001,7.78740535023478e-17
1.0449999999999999e-07,0.7878348106291704,7.993091768634081e-17
1.0499999999999999e-07,0.7864440100674583,7.915612475190917e-17
1.0549999999999999e-07,0.7850497183066278,8.198629334572155e-17
1.0599999999999998e-07,0.7836451066369238,8.021313332746002e-17
1.0649999999999998e-07,0.7822518957852539,8.115520210365965e-17
1.0699999999999998e-07,0.7808608612510803,7.959610006185134e-17
1.0749999999999999e-07,0.7794730123361692,7.977656108715413e-17
1.0799999999999999e-07,0.7780878478690072,7.808480910696226e-17
1.0849999999999999e-07,0.7767081771196375,7.881801588859915e-17
1.0899999999999998e-07,0.7753256113846588,7.691850745534256e-17
1.0949999999999998e-07,0.773945301929126,7.884407573916694e-17
1.0999999999999998e-07,0.7725667111283526,7.879194741893008e-17
1.1049999999999999e-07,0.7711943879620428,8.049435951814986e-17
1.1099999999999999e-07,0.7698303673770822,7.969927068203545e-17
1.1149999999999999e-07,0.7684765258329344,8.087627385369305e-17
1.1199999999999998e-07,0.767121571089079,7.683834223558906e-17
1.1249999999999998e-07,0.7657687925847221,7.829499739865214e-17
1.1299999999999998e-07,0.7644124301597424,7.985377668298796e-17
1.1349999999999998e-07,0.7630596839696959,7.881801588859915e-17
1.1399999999999999e-07,0.7617105882559211,7.808480910696226e-17
1.1449999999999999e-07,0.7603618371486693,7.721173450445131e-17
1.1499999999999998e-07,0.7590213765388154,7.603204141066269e-17
1.1549999999999998e-07,0.7576890508514559,7.881801588859915e-17
1.1599999999999998e-07,0.7563557150455891,7.800584248392333e-17
1.1649999999999998e-07,0.7550283246517112,7.779487294958742e-17
1.1699999999999999e-07,0.753699260051081,7.998230368823245e-17
1.1749999999999999e-07,0.7523813073580755,7.915612475190917e-17
1.1799999999999998e-07,0.7510664930405083,7.67580932923e-17
1.1849999999999998e-07,0.7497543683765321,7.616701762451289e-17
1.1899999999999998e-07,0.7484350537146583,8.021313332746002e-17
1.1949999999999998e-07,0.7471105195877209,7.925986807919827e-17
1.2e-07,0.7457872527359057,8.29577583348521e-17
1.2049999999999997e-07,0.7444623855646415,8.186091279622146e-17
1.2099999999999998e-07,0.7431380385289268,7.920801340038683e-17
1.2149999999999997e-07,0.7418138926543826,7.969927068203545e-17
1.2199999999999998e-07,0.7404966245823729,7.713187404401502e-17
1.225e-07,0.7391905896942276,8.150882121683646e-17
1.2299999999999998e-07,0.7378910061517665,8.023874007458557e-17
1.235e-07,0.7365914907033568,7.829499739865214e-17
1.2399999999999997e-07,0.7352874983462641,7.737120813632182e-17
1.2449999999999998e-07,0.7339729651393724,7.900025431890488e-17
1.25e-07,0.7326613341277717,7.993091768634081e-17
1.2549999999999998e-07,0.7313412218598254,8.011062448899506e-17
1.26e-07,0.7300282626200646,7.946694842710472e-17
1.2649999999999997e-07,0.7287204509897439,7.803217357074378e-17
1.2699999999999999e-07,0.7274345024193752,8.057088721046358e-17
1.2749999999999997e-07,0.7261398167490353,7.82425032610722e-17
1.2799999999999998e-07,0.724848140759245,7.855694191562709e-17
1.285e-07,0.7235637723211841,7.928578270080921e-17
1.2899999999999998e-07,0.7222882954306529,8.026433865238615e-17
