N_traj,T2,T2_error,T2_lower,T2_upper,ci_width_pct,R2
500,0.4032679222477336,,0.36704700897839665,0.4394888355170706,17.963696724226878,0.9990313718685794
1000,0.3887221291494716,,0.3634529183275729,0.4139913399713702,13.001169178193155,0.9939030100660312
2000,0.41571206915609504,,0.39575373314885415,0.43567040516333594,9.601999791710051,0.9992809740584326
3000,0.4010700500784947,,0.3847061299001041,0.41743397025688533,8.160130717907247,0.9994962904671358
5000,0.39864750264421334,,0.3851141391579649,0.4121808661304618,6.789639165670011,0.9995012910105621
