time (s),B_z (T)
2.6750000000000003e-07,5.419579774654658e-05
2.676e-07,4.687494732209884e-05
2.677e-07,5.036426408102355e-05
2.678e-07,4.541460897998549e-05
2.679e-07,4.547867678585677e-05
2.68e-07,4.092528121432547e-05
2.681e-07,4.415453829301671e-05
2.6820000000000003e-07,4.460092540906016e-05
2.683e-07,4.1254070163808006e-05
2.684e-07,3.404280173344886e-05
2.685e-07,3.543814247827299e-05
2.686e-07,2.7232111487402416e-05
2.687e-07,2.9729461325051926e-05
2.688e-07,4.644243669824946e-05
2.6890000000000003e-07,5.472385946750287e-05
2.69e-07,5.8831279225507705e-05
2.691e-07,5.769151604105115e-05
2.692e-07,4.456235583093928e-05
2.693e-07,3.555599131832593e-05
2.694e-07,4.3509409722573814e-05
2.695e-07,3.796212205795288e-05
2.6960000000000003e-07,3.305612331909426e-05
2.697e-07,3.165447759098261e-05
2.698e-07,2.446183125945205e-05
2.699e-07,1.6274030761263732e-05
2.7e-07,1.5785237654020112e-05
2.701e-07,9.854738439547012e-06
2.702e-07,4.957938318558513e-06
2.7030000000000003e-07,-1.5028957583372818e-07
2.704e-07,3.2339453787667306e-06
2.705e-07,1.6985500848629376e-06
2.706e-07,5.25239452851881e-07
2.707e-07,4.385760358353918e-06
2.708e-07,3.4222905388834914e-06
2.709e-07,1.586301503748613e-06
2.7100000000000003e-07,4.617095325214768e-06
2.711e-07,8.89832029537127e-06
2.712e-07,7.857350902695985e-06
2.713e-07,8.301174849080343e-06
2.714e-07,3.155800827755912e-06
2.715e-07,-2.4492758796995326e-06
2.716e-07,2.5559980469357784e-06
2.7170000000000003e-07,5.411954704674098e-06
2.718e-07,8.3065607164168e-06
2.719e-07,1.0042686764866192e-05
2.72e-07,1.0241967009437508e-05
2.721e-07,1.4649934219853537e-05
2.722e-07,2.0559812563046556e-05
2.723e-07,2.6256237840021855e-05
2.7240000000000003e-07,2.5342358702948647e-05
2.725e-07,3.40721898271913e-05
2.726e-07,3.521264873430488e-05
2.727e-07,3.895746632062842e-05
2.728e-07,4.039659902731755e-05
2.729e-07,4.159423075946702e-05
2.73e-07,3.6415723189635485e-05
2.7310000000000003e-07,4.059524118236619e-05
2.732e-07,5.8617083160141226e-05
2.733e-07,5.560670731187858e-05
2.734e-07,5.551316424561334e-05
2.735e-07,5.207122943180558e-05
2.736e-07,4.83927560699567e-05
2.737e-07,5.791290215727548e-05
2.7380000000000003e-07,5.297858283632633e-05
2.739e-07,4.9381351154450604e-05
2.74e-07,3.86095931113308e-05
2.741e-07,3.331922227136403e-05
2.742e-07,2.192430599125963e-05
2.743e-07,2.579764387744367e-05
2.744e-07,4.36714428067545e-05
2.7450000000000003e-07,4.08623385883894e-05
2.746e-07,2.966203518221522e-05
2.747e-07,3.519517849753382e-05
2.748e-07,3.0137505314672412e-05
2.749e-07,3.8252040675492474e-05
2.75e-07,3.604504159826189e-05
2.751e-07,3.1594827897077875e-05
2.7520000000000003e-07,3.012802318694017e-05
2.753e-07,3.4735512072142005e-05
2.754e-07,3.2917140332107144e-05
2.755e-07,2.9372882134864117e-05
2.756e-07,2.779300842989562e-05
2.757e-07,1.9280087942477463e-05
2.758e-07,2.165937496454491e-05
2.7590000000000003e-07,9.873242164686211e-06
2.7600000000000004e-07,6.8989266566174475e-06
2.761e-07,1.174796502196529e-05
2.762e-07,1.3593573673310177e-05
2.763e-07,1.728115770730009e-05
2.764e-07,1.668797965701351e-05
2.765e-07,2.40970617555575e-05
2.7660000000000003e-07,2.9845528570306312e-05
2.7670000000000004e-07,3.2437714059257444e-05
2.768e-07,3.812162409725998e-05
2.769e-07,4.260195687671941e-05
2.77e-07,3.933214946076281e-05
2.771e-07,3.023786641628157e-05
2.772e-07,3.265920727938295e-05
2.7730000000000003e-07,3.587064843809073e-05
2.7740000000000004e-07,4.257549003399412e-05
2.775e-07,3.6088357116226616e-05
2.776e-07,2.9859337556159887e-05
2.777e-07,3.254048890719583e-05
2.778e-07,3.175583709531762e-05
2.779e-07,1.9227904411082606e-05
2.7800000000000003e-07,2.146573721627216e-05
2.7810000000000004e-07,9.256089968115566e-06
2.782e-07,3.04262688286637e-06
2.783e-07,1.1765672105076577e-05
2.784e-07,2.3466290465376305e-05
2.785e-07,1.5360358059381646e-05
2.786e-07,1.3074421458519575e-05
2.7870000000000003e-07,1.3220346931059085e-05
2.7880000000000003e-07,2.462380554697283e-05
2.789e-07,2.1187036797555124e-05
2.79e-07,1.7887980846407868e-05
2.791e-07,2.773934588125105e-05
2.792e-07,2.5036247002960866e-05
2.793e-07,2.9464020311317808e-05
2.7940000000000003e-07,1.9605054932866618e-05
2.7950000000000003e-07,1.830109949796723e-05
2.796e-07,7.371658526824973e-06
2.797e-07,4.6345186353084637e-07
2.798e-07,5.893403674594194e-06
2.799e-07,5.51158224432786e-06
2.8e-07,3.39025213687262e-06
2.8010000000000003e-07,-1.4922905480086733e-06
2.8020000000000003e-07,-2.9063831989008395e-06
2.803e-07,-9.274929150646134e-07
2.804e-07,5.4469784676345094e-06
2.805e-07,-1.1607342151926148e-05
2.806e-07,-1.6878228719117474e-05
2.807e-07,-1.5680000129935355e-05
2.808e-07,-1.6164206721567263e-05
2.8090000000000003e-07,-1.3391155976684628e-05
2.81e-07,-1.1525354247520899e-05
2.811e-07,-1.3384961286449614e-05
2.812e-07,-1.6663614236369635e-05
2.813e-07,-1.8087645510545273e-05
2.814e-07,-1.0468558349202135e-05
2.815e-07,-1.510478646385741e-05
2.8160000000000003e-07,-1.536121982745026e-05
2.817e-07,-1.4021071841677687e-05
2.818e-07,-3.776921973397713e-06
2.819e-07,-5.684099770320517e-06
2.82e-07,5.815702018031748e-07
2.821e-07,8.553928332203235e-06
2.822e-07,8.055950660373308e-06
2.8230000000000003e-07,6.6112028036024975e-06
2.824e-07,4.414509726020712e-06
2.825e-07,2.713905932593646e-06
2.826e-07,8.218852835684072e-06
2.827e-07,9.63306566362924e-06
2.828e-07,1.1060921848540764e-05
2.829e-07,3.664056824648592e-06
2.8300000000000003e-07,-2.6377461372977792e-06
2.831e-07,1.1269193986168854e-05
2.832e-07,1.0005486430183825e-05
2.833e-07,4.8886034337168475e-06
2.834e-07,1.4107580595827306e-05
2.835e-07,1.5792164811885446e-05
2.836e-07,1.937908922789505e-05
2.8370000000000003e-07,1.8292288438599377e-05
2.838e-07,1.6046589966954174e-05
2.839e-07,1.4788703547027057e-05
2.84e-07,5.687113678593275e-06
2.841e-07,5.06111902293483e-06
2.842e-07,6.927833305896456e-06
2.843e-07,1.8842269156396783e-05
2.8440000000000003e-07,1.9211704657066465e-05
2.845e-07,3.90470580808174e-06
2.846e-07,3.2572154038614893e-06
2.847e-07,2.096549241401802e-05
2.848e-07,2.636736188443584e-05
2.849e-07,2.0853786658087915e-05
2.85e-07,2.447422002456089e-05
2.8510000000000003e-07,1.94255111385306e-05
2.852e-07,1.0465135547084596e-05
2.853e-07,8.105009192682546e-06
2.854e-07,8.617076800727918e-06
2.855e-07,-3.5925099136338574e-06
2.856e-07,-1.0998575980199752e-05
2.857e-07,-1.0822206503500496e-05
2.8580000000000003e-07,-1.335780229266996e-05
2.859e-07,-1.0668141424077707e-05
2.86e-07,-1.8428032126639118e-05
2.861e-07,-1.3620158637136855e-05
2.862e-07,-2.115051196038577e-05
2.863e-07,-1.0301918542543886e-05
2.864e-07,-2.131044924395666e-05
2.8650000000000003e-07,-2.817365182298456e-05
2.866e-07,-2.5190478075610808e-05
2.867e-07,-1.4162461809235918e-05
2.868e-07,-1.1981363578755243e-05
2.869e-07,-8.217149379162012e-06
2.87e-07,-8.021820590300183e-06
2.871e-07,-1.4588830424517918e-05
2.8720000000000003e-07,-1.7617743904783023e-05
2.873e-07,-2.5290620510538087e-05
2.874e-07,-3.331974078574234e-05
2.875e-07,-3.0386527966779423e-05
2.876e-07,-3.735773738842302e-05
2.877e-07,-3.491662982706351e-05
2.878e-07,-4.299964521656043e-05
2.8790000000000003e-07,-4.065245215160253e-05
2.88e-07,-4.341260081768798e-05
2.881e-07,-3.387157158776146e-05
2.882e-07,-3.1438180655292144e-05
2.883e-07,-2.3122589755786487e-05
2.884e-07,-2.778598996588786e-05
2.885e-07,-2.714593748218533e-05
2.8860000000000003e-07,-3.322922887640121e-05
2.887e-07,-3.5577048454099275e-05
2.888e-07,-3.6920405140192776e-05
2.889e-07,-4.1253608212862235e-05
2.89e-07,-4.871457275809146e-05
2.891e-07,-5.738361642535135e-05
2.892e-07,-7.196455667216442e-05
2.8930000000000003e-07,-7.808926522278298e-05
2.894e-07,-7.324869189489252e-05
2.895e-07,-8.287153221552205e-05
2.896e-07,-9.09067394876631e-05
2.897e-07,-7.84045666935126e-05
2.898e-07,-8.174629719700617e-05
2.899e-07,-7.885385406432402e-05
2.9000000000000003e-07,-7.390967943456544e-05
2.9010000000000004e-07,-6.888382931092917e-05
2.902e-07,-7.805674071269258e-05
2.903e-07,-7.877637681377351e-05
2.904e-07,-8.847197659219168e-05
2.905e-07,-7.174961659036632e-05
2.906e-07,-8.136390912817019e-05
2.9070000000000003e-07,-8.734000718062934e-05
2.9080000000000004e-07,-9.32097608460423e-05
2.909e-07,-0.00010197449467654292
2.91e-07,-9.220060216058635e-05
2.911e-07,-7.559572058211446e-05
2.912e-07,-7.792442251227389e-05
2.913e-07,-8.569995704851281e-05
2.9140000000000003e-07,-9.933327856436325e-05
2.9150000000000004e-07,-9.99257135220305e-05
2.916e-07,-0.00010098017905416737
2.917e-07,-0.0001041931219097323
2.918e-07,-0.00010172278450992024
2.919e-07,-9.815153394174922e-05
2.92e-07,-9.508266300728992e-05
2.9210000000000003e-07,-9.618375991770755e-05
2.9220000000000004e-07,-0.00010236068098936755
2.923e-07,-9.703032315807259e-05
2.924e-07,-9.598381776712257e-05
2.925e-07,-8.927587036917766e-05
2.926e-07,-8.327112996879016e-05
2.927e-07,-9.164972208888438e-05
2.9280000000000003e-07,-0.000100025636125616
2.9290000000000004e-07,-0.00010392315181136597
2.93e-07,-0.00010972934212376503
2.931e-07,-0.00010374660068977321
2.932e-07,-0.00010043926715067058
2.933e-07,-9.232170139123819e-05
2.934e-07,-8.883548597031736e-05
2.9350000000000003e-07,-8.660036946555268e-05
2.9360000000000003e-07,-7.796938107431053e-05
2.937e-07,-7.415167714530198e-05
2.938e-07,-7.297284229047527e-05
2.939e-07,-6.265952130742056e-05
2.94e-07,-6.129015162979237e-05
2.941e-07,-6.265117620383944e-05
2.9420000000000003e-07,-6.745342543883582e-05
2.9430000000000003e-07,-6.222954751427405e-05
2.944e-07,-5.359936825970629e-05
2.945e-07,-5.339364333238625e-05
2.946e-07,-4.439246936754124e-05
2.947e-07,-5.670832838396183e-05
2.948e-07,-5.650318022278294e-05
2.9490000000000003e-07,-5.62006138323558e-05
2.9500000000000003e-07,-6.034933319992299e-05
2.951e-07,-4.4311260752279255e-05
2.952e-07,-4.4299011568714056e-05
2.953e-07,-4.6498642626360865e-05
2.954e-07,-4.586784599556028e-05
2.955e-07,-5.838142509924566e-05
2.956e-07,-6.272133005797846e-05
2.9570000000000003e-07,-5.572990307375772e-05
2.958e-07,-5.924835289208894e-05
2.959e-07,-6.402651403203342e-05
2.96e-07,-5.4909114994482075e-05
2.961e-07,-4.568343994992976e-05
2.962e-07,-4.188091635605496e-05
2.963e-07,-4.4411477327023744e-05
2.9640000000000003e-07,-4.552036047317339e-05
2.965e-07,-5.02750001028256e-05
2.966e-07,-5.621678205344613e-05
2.967e-07,-6.242092654923428e-05
2.968e-07,-6.580227115070603e-05
2.969e-07,-7.184825160387755e-05
2.97e-07,-8.12597087352056e-05
2.9710000000000003e-07,-7.903033681840207e-05
2.972e-07,-7.672476012651302e-05
2.973e-07,-6.494721438227087e-05
2.974e-07,-6.862905465892394e-05
2.975e-07,-6.602867369372917e-05
2.976e-07,-6.334658977983428e-05
2.977e-07,-6.436010104415487e-05
2.9780000000000003e-07,-5.889949591934444e-05
2.979e-07,-5.3293148686173446e-05
2.98e-07,-5.064259960882056e-05
2.981e-07,-5.179418814650433e-05
2.982e-07,-5.359414772282161e-05
2.983e-07,-6.191828058037672e-05
2.984e-07,-6.652120634131961e-05
2.9850000000000003e-07,-6.988735237023781e-05
2.986e-07,-7.64706624444407e-05
2.987e-07,-7.286087393901972e-05
2.988e-07,-6.438668340326452e-05
2.989e-07,-6.962652417437413e-05
2.99e-07,-6.709819732218308e-05
2.991e-07,-7.312733377453592e-05
2.9920000000000003e-07,-7.437434256726895e-05
2.993e-07,-7.810479368775202e-05
2.994e-07,-7.342983690857446e-05
2.995e-07,-7.709494531693084e-05
2.996e-07,-6.977645122141481e-05
2.997e-07,-7.06734209928761e-05
2.998e-07,-7.417696124993519e-05
2.9990000000000003e-07,-8.155513660580618e-05
3e-07,-7.910392863208028e-05
3.001e-07,-7.251950875165214e-05
3.002e-07,-7.002793323939283e-05
3.003e-07,-5.48327492212476e-05
3.004e-07,-4.5028029161936934e-05
3.005e-07,-4.657150420719593e-05
3.0060000000000003e-07,-4.8167615965700444e-05
3.007e-07,-4.4646642847006075e-05
3.008e-07,-4.9629308946311034e-05
3.009e-07,-4.1582751564235586e-05
3.01e-07,-3.882731642537623e-05
3.011e-07,-3.678018227412004e-05
3.012e-07,-3.196558713285252e-05
3.0130000000000003e-07,-2.049069293051298e-05
3.014e-07,-1.9179721605652938e-05
3.015e-07,-1.972091552007957e-05
3.016e-07,-9.75440915665527e-06
3.017e-07,-3.3916154311336584e-06
3.018e-07,-5.436493678149123e-06
3.019e-07,-5.348812868041523e-06
3.0200000000000003e-07,-4.030328864886194e-06
3.021e-07,-1.6471709517168174e-06
3.022e-07,-1.0415952642595679e-05
3.023e-07,-2.0301249982756267e-05
3.024e-07,-2.5845876196514602e-05
3.025e-07,-3.183623117814398e-05
3.026e-07,-3.56887793430959e-05
3.0270000000000003e-07,-3.122336315622775e-05
3.028e-07,-3.200664963400474e-05
3.029e-07,-3.041635119923407e-05
3.03e-07,-3.804213952459263e-05
3.031e-07,-4.065315119973857e-05
3.032e-07,-3.644563826561304e-05
3.033e-07,-3.223016024338873e-05
3.0340000000000003e-07,-3.6601714467020185e-05
3.035e-07,-3.519061588610632e-05
3.036e-07,-2.0600999149475872e-05
3.037e-07,-2.0509977776444446e-05
3.038e-07,-2.4794892233423185e-05
3.039e-07,-2.5673442479528965e-05
3.04e-07,-2.4821060015027245e-05
3.0410000000000003e-07,-2.5553033907185874e-05
3.0420000000000004e-07,-2.5501826099756335e-05
3.043e-07,-3.459565998885706e-05
3.044e-07,-4.048530222990718e-05
3.045e-07,-4.104954309855451e-05
3.046e-07,-4.1711348066758474e-05
3.047e-07,-4.496288429612236e-05
3.0480000000000003e-07,-4.56618140123944e-05
3.0490000000000004e-07,-4.481234678333748e-05
3.05e-07,-3.860672594714944e-05
3.051e-07,-3.8865065420153345e-05
3.052e-07,-3.5893809012951394e-05
3.053e-07,-3.9043995600145795e-05
3.054e-07,-3.495068085081428e-05
3.0550000000000003e-07,-3.2169733253817836e-05
3.0560000000000004e-07,-2.6242716210849847e-05
3.057e-07,-2.136131591481514e-05
3.058e-07,-1.7336188857205788e-05
3.059e-07,-1.7801029750783926e-05
3.06e-07,-1.603771068217077e-05
3.061e-07,-8.990981711879276e-06
3.0620000000000003e-07,-1.3124273474266287e-05
3.0630000000000004e-07,-1.7063175113725647e-05
3.064e-07,-1.5718466596138948e-05
3.065e-07,-1.2872765797737758e-05
3.066e-07,-1.8081490469373193e-05
3.067e-07,-1.838572966259202e-05
3.068e-07,-1.8811512925602863e-05
3.0690000000000003e-07,-3.2970212781222476e-05
3.0700000000000004e-07,-3.406421694935267e-05
3.071e-07,-3.474404297798579e-05
3.072e-07,-3.5436371065480233e-05
3.073e-07,-2.5914489161990132e-05
3.074e-07,-3.352999372230138e-05
3.075e-07,-3.853651755928185e-05
3.0760000000000003e-07,-5.506932676120388e-05
3.0770000000000004e-07,-5.76357341109184e-05
3.078e-07,-5.9624387250260054e-05
3.079e-07,-6.233366322754274e-05
3.08e-07,-5.454025271555619e-05
3.081e-07,-4.842431647381082e-05
3.082e-07,-4.743829604535733e-05
3.0830000000000003e-07,-4.936632099107733e-05
3.0840000000000004e-07,-4.22296416794297e-05
3.085e-07,-4.193739915829914e-05
3.086e-07,-4.6819129707235946e-05
3.087e-07,-5.7467483811092674e-05
3.088e-07,-5.9753570374588464e-05
3.089e-07,-5.427203453852091e-05
3.0900000000000003e-07,-3.8989438356361927e-05
3.0910000000000003e-07,-3.8202506050433855e-05
3.092e-07,-4.2778731554936626e-05
3.093e-07,-5.002676285576686e-05
3.094e-07,-4.595459723009362e-05
3.095e-07,-5.692477465888282e-05
3.096e-07,-5.279439749982478e-05
3.0970000000000003e-07,-4.6973686165078247e-05
3.0980000000000003e-07,-4.368099889179061e-05
3.099e-07,-4.466886726203035e-05
3.1e-07,-4.056591944514451e-05
3.101e-07,-3.905530624616076e-05
3.102e-07,-4.3705732337275955e-05
3.103e-07,-3.128781378707081e-05
3.1040000000000003e-07,-3.325392660706186e-05
3.1050000000000003e-07,-2.7899369433767396e-05
3.106e-07,-4.32844102939549e-05
3.107e-07,-3.458745709656064e-05
3.108e-07,-2.4731775456184282e-05
3.109e-07,-2.429249029687862e-05
3.11e-07,-2.0432244499754966e-05
3.111e-07,-1.661206566301955e-05
3.1120000000000003e-07,-2.060935901824375e-05
3.113e-07,-1.686119670670967e-05
3.114e-07,-2.1930014992965184e-05
3.115e-07,-2.5654041555686618e-05
3.116e-07,-1.8100836436996623e-05
3.117e-07,-1.1608968548487407e-05
3.118e-07,-1.60678569694871e-05
3.1190000000000003e-07,-2.0658527963242452e-05
3.12e-07,-2.4633775195275985e-05
3.121e-07,-1.9644182645962892e-05
3.122e-07,-2.592449639390244e-05
3.123e-07,-2.3356516816185064e-05
3.124e-07,-1.8287628860076625e-05
3.125e-07,-1.8677130434654177e-05
3.1260000000000003e-07,-1.1950243448205779e-05
3.127e-07,-1.3802011215426538e-05
3.128e-07,-1.5049581089678413e-05
3.129e-07,-2.1228359877269018e-05
3.13e-07,-1.4430020619295395e-05
3.131e-07,-1.9250330259352882e-05
3.132e-07,-1.6793707636841126e-05
3.1330000000000003e-07,-1.7088441403543263e-05
3.134e-07,-2.373610028809979e-05
3.135e-07,-2.7444398080531954e-05
3.136e-07,-1.8216013735029464e-05
3.137e-07,-1.6728852292977448e-05
3.138e-07,-2.3097529088803317e-05
3.139e-07,-2.0890436953936356e-05
3.1400000000000003e-07,-2.1628789865116347e-05
3.141e-07,9.543935867606694e-07
3.142e-07,2.7913236217591947e-06
3.143e-07,2.986704843426613e-07
3.144e-07,9.491622223429384e-06
3.145e-07,-2.5251414329566154e-06
3.146e-07,-1.889210295389093e-06
3.1470000000000003e-07,1.104525766547611e-05
3.148e-07,1.0182863452891211e-05
3.149e-07,-1.1430989609604688e-06
3.15e-07,-3.6956402587453263e-06
3.151e-07,5.7604092691969635e-06
3.152e-07,8.138472007334077e-06
3.153e-07,2.625165391351059e-06
3.1540000000000003e-07,-1.8385023339752292e-06
3.155e-07,-5.444758029147891e-06
3.156e-07,-3.0515093660057694e-06
3.157e-07,5.64484479441491e-06
3.158e-07,1.2404037726854367e-05
3.159e-07,1.5233693465156448e-05
3.16e-07,6.458550420744074e-06
3.1610000000000003e-07,-2.2052384493210836e-06
3.162e-07,1.2699775733752188e-06
3.163e-07,-7.455761814832518e-06
3.164e-07,-8.842319620375684e-06
3.165e-07,-6.784696742020574e-06
3.166e-07,-1.4084104610860387e-05
3.167e-07,-2.0576960466283676e-05
3.1680000000000003e-07,-2.0981732555476214e-05
3.169e-07,-1.7511384427559622e-05
3.17e-07,-1.0462880173560412e-05
3.171e-07,-6.427570499924659e-06
3.172e-07,-5.886624188867321e-06
3.173e-07,-1.0660315390030821e-05
3.174e-07,-1.7489303523409482e-05
3.1750000000000003e-07,-2.0623658306526796e-05
3.176e-07,-1.776375779393525e-05
3.177e-07,-1.5407072340969535e-05
3.178e-07,-2.8852472577799427e-05
3.179e-07,-3.365333205259255e-05
3.18e-07,-2.55182352357256e-05
3.181e-07,-2.475133779005571e-05
3.1820000000000003e-07,-3.368143072664585e-05
3.1830000000000004e-07,-1.809029095242228e-05
3.184e-07,-1.8097712596134965e-05
3.185e-07,-1.5428738595750758e-05
3.186e-07,-1.2687947626737934e-05
3.187e-07,-1.4942202797255743e-05
3.188e-07,-1.9505201749328354e-05
3.1890000000000003e-07,-5.571419354890584e-06
3.1900000000000004e-07,9.806531941604084e-07
3.191e-07,6.293658259174066e-06
3.192e-07,9.963012191333835e-06
3.193e-07,3.3665203690356024e-06
3.194e-07,1.1606149003184064e-05
3.195e-07,6.030644030268703e-06
3.1960000000000003e-07,7.805168066998238e-06
3.1970000000000004e-07,-2.88897906628884e-06
3.198e-07,-1.6076580438833055e-05
3.199e-07,-1.385540168867871e-05
3.2e-07,-1.8957164008027907e-05
3.201e-07,-3.165013799563624e-05
3.202e-07,-2.7834294193806985e-05
3.2030000000000003e-07,-1.3827959875814302e-05
3.2040000000000004e-07,-4.6917505743966505e-06
3.205e-07,-6.311425384974928e-06
3.206e-07,-6.1913445509395064e-06
3.207e-07,-3.8106472017995794e-07
3.208e-07,6.889487939333135e-06
3.209e-07,4.596241950977788e-06
3.2100000000000003e-07,4.771839200703755e-06
3.2110000000000004e-07,6.6711025758171014e-06
3.212e-07,1.0191557916214023e-05
3.213e-07,9.228363791571351e-06
3.214e-07,8.358882978552307e-06
3.215e-07,1.72113326520683e-05
3.216e-07,2.4872782137951852e-05
3.2170000000000003e-07,2.7716945107896756e-05
3.2180000000000004e-07,3.857389266934021e-05
3.219e-07,3.568750150095786e-05
3.22e-07,4.584257841584589e-05
3.221e-07,4.889969943952038e-05
3.222e-07,6.95958962069235e-05
3.223e-07,6.118104134666404e-05
3.2240000000000003e-07,5.6108165998582656e-05
3.2250000000000004e-07,5.826196288359324e-05
3.226e-07,6.025468481459546e-05
3.227e-07,7.22839973454362e-05
3.228e-07,6.723644852623913e-05
3.229e-07,7.242757406829327e-05
3.23e-07,7.923487299497218e-05
3.2310000000000003e-07,8.300968424925824e-05
3.2320000000000004e-07,7.596043172344901e-05
3.233e-07,8.432108311793664e-05
3.234e-07,9.144302914401992e-05
3.235e-07,9.441599031679692e-05
3.236e-07,9.479986563387273e-05
3.237e-07,9.532083846247205e-05
3.2380000000000003e-07,9.386249710917607e-05
3.2390000000000004e-07,9.707819421041662e-05
3.24e-07,9.631387546038267e-05
3.241e-07,8.98605945524107e-05
3.242e-07,8.217591808139752e-05
3.243e-07,7.64881611186424e-05
3.244e-07,7.716559187742798e-05
3.2450000000000003e-07,7.622321877704229e-05
3.2460000000000003e-07,7.685932460603654e-05
3.247e-07,7.933776489398665e-05
3.248e-07,7.448588892382408e-05
3.249e-07,8.32361742649459e-05
3.25e-07,8.067429859030314e-05
3.251e-07,7.706475685030033e-05
3.2520000000000003e-07,7.942182277327194e-05
3.2530000000000003e-07,6.673855157937692e-05
3.254e-07,6.095508946704841e-05
3.255e-07,6.670188118837475e-05
3.256e-07,5.478685881858896e-05
3.257e-07,6.147899147843494e-05
3.258e-07,7.065319708911487e-05
3.259e-07,6.755763937637945e-05
3.2600000000000003e-07,6.877517269339292e-05
3.261e-07,7.53379165779464e-05
3.262e-07,7.156542326179966e-05
3.263e-07,7.647294136527112e-05
3.264e-07,7.136574705468331e-05
3.265e-07,6.75627531654114e-05
3.266e-07,6.171408936230563e-05
3.2670000000000003e-07,6.331896440887546e-05
3.268e-07,7.018779324296941e-05
3.269e-07,6.829712066240634e-05
3.27e-07,5.938510206402863e-05
3.271e-07,5.178273617858451e-05
3.272e-07,5.382286594701385e-05
3.273e-07,6.522958720932092e-05
3.2740000000000003e-07,6.713025592634644e-05
3.275e-07,6.395680494646198e-05
3.276e-07,6.828213584527887e-05
3.277e-07,6.605175396973252e-05
3.278e-07,6.294480018319344e-05
3.279e-07,5.611162741478883e-05
3.28e-07,6.467424631841641e-05
3.2810000000000003e-07,4.75871332635378e-05
3.282e-07,5.228046997533039e-05
3.283e-07,4.8757116270835497e-05
3.284e-07,4.561465949630866e-05
3.285e-07,5.612000778181118e-05
3.286e-07,5.093698055292596e-05
3.287e-07,4.602610616693555e-05
3.2880000000000003e-07,4.472372194212757e-05
3.289e-07,4.695873749113763e-05
3.29e-07,4.363008734863721e-05
3.291e-07,3.300384672720723e-05
3.292e-07,2.7069299594878787e-05
3.293e-07,3.509771369313722e-05
3.294e-07,3.523273076031979e-05
3.2950000000000003e-07,3.7803344180259885e-05
3.296e-07,3.573426351149676e-05
3.297e-07,3.1107876881052435e-05
3.298e-07,4.1662078712146395e-05
3.299e-07,4.002882712481264e-05
3.3e-07,3.675932563784791e-05
3.301e-07,4.349204539004732e-05
3.3020000000000003e-07,3.838137678253722e-05
3.303e-07,3.414809565302713e-05
3.304e-07,3.3874672670921685e-05
3.305e-07,3.353936320651651e-05
3.306e-07,3.488685165325627e-05
3.307e-07,4.808510963832716e-05
3.308e-07,4.9784156479033835e-05
3.3090000000000003e-07,3.3888815190640195e-05
3.31e-07,3.566468707731738e-05
3.311e-07,3.5555123628077496e-05
3.312e-07,3.54827211715553e-05
3.313e-07,3.672238627551282e-05
3.314e-07,3.617127541533654e-05
3.315e-07,3.54706558634063e-05
3.3160000000000003e-07,3.908771472817076e-05
3.317e-07,3.518833788343728e-05
3.318e-07,2.8701109643769993e-05
3.319e-07,4.799716011632252e-05
3.32e-07,4.2883776934767555e-05
3.321e-07,4.310558922692748e-05
3.322e-07,3.299097233840949e-05
3.3230000000000003e-07,3.3416941598164544e-05
3.3240000000000004e-07,2.704098528449765e-05
3.325e-07,2.3906523433056726e-05
3.326e-07,3.043635789007365e-05
3.327e-07,3.31901861216866e-05
3.328e-07,3.654088738909513e-05
3.329e-07,2.47071980175718e-05
3.3300000000000003e-07,3.635686114424502e-05
3.3310000000000004e-07,2.8276629722096542e-05
3.332e-07,3.789404160705459e-05
3.333e-07,4.413238016902759e-05
3.334e-07,4.743199042744894e-05
3.335e-07,4.1423259507686464e-05
3.336e-07,4.19927681038594e-05
3.3370000000000003e-07,3.852530480087028e-05
3.3380000000000004e-07,3.833002825383927e-05
3.339e-07,3.633049653735766e-05
3.34e-07,2.276721485789839e-05
3.341e-07,2.9805211435432923e-05
3.342e-07,2.898340480378508e-05
3.343e-07,2.5555508228863425e-05
3.3440000000000003e-07,2.167261744872599e-05
3.3450000000000004e-07,2.3778310778766286e-05
3.346e-07,1.7753858137448248e-05
3.347e-07,2.972968852100137e-06
3.348e-07,5.5799091089403626e-06
3.349e-07,8.886034310490724e-06
3.35e-07,7.504826011485768e-06
3.3510000000000003e-07,-3.524003493520286e-09
3.3520000000000004e-07,5.724465235657285e-07
3.353e-07,-8.917378241524838e-06
3.354e-07,-1.548086597966418e-05
3.355e-07,-2.0188254930675952e-05
3.356e-07,-1.4522134347839605e-05
3.357e-07,-1.6725859953847376e-05
3.3580000000000003e-07,-1.9459761850494157e-05
3.3590000000000004e-07,-6.607789222789051e-06
3.36e-07,-4.259537480979881e-06
3.361e-07,-2.021868235402739e-06
3.362e-07,-4.395886193464954e-06
3.363e-07,-8.214174880713446e-06
3.364e-07,-2.229133769235993e-05
3.3650000000000003e-07,-1.5796092401394806e-05
3.3660000000000004e-07,-1.2735720955525874e-05
3.367e-07,-1.3769255024803892e-05
3.368e-07,-1.452091164180566e-05
3.369e-07,-9.609247793575137e-06
3.37e-07,-1.958174256836485e-05
3.371e-07,-2.3206898853615787e-05
3.3720000000000003e-07,-3.033454186851164e-05
3.3730000000000004e-07,-1.8560635124767823e-05
3.374e-07,-1.2705317786977845e-05
3.375e-07,-2.6843260385790387e-05
3.376e-07,-3.637909684180278e-05
3.377e-07,-3.6874172842599384e-05
