time (s),P_echo(t),P_echo_std
9.794361027343697e-08,0.999999999655361,7.815055367456332e-17
9.995743680702202e-08,0.9999999996455151,7.854386543748145e-17
1.0201266979168671e-07,0.9999999996369378,7.873978458804285e-17
1.0411016058883841e-07,0.9999999996261796,7.743755855425775e-17
1.0625077806479481e-07,0.9999999996171254,7.807165354977903e-17
1.0843540895070539e-07,0.9999999996059579,7.826875473077951e-17
1.1066495820987027e-07,0.999999999594688,7.803217357074378e-17
1.1294034941261377e-07,0.9999999995824799,7.679822824578357e-17
1.1526252511886449e-07,0.9999999995700879,7.779487294958742e-17
1.1763244726860308e-07,0.9999999995580774,7.755684626330686e-17
1.200510975803356e-07,0.9999999995447413,7.842607901964165e-17
1.2251947795776212e-07,0.9999999995335132,7.78740535023478e-17
1.250386109048069e-07,0.9999999995210542,7.818997388068908e-17
1.2760953994917976e-07,0.9999999995091543,7.70385988750036e-17
1.302333300746486e-07,0.9999999994977098,7.86614754840469e-17
1.3291106816219993e-07,0.9999999994852583,7.67580932923e-17
1.3564386344026782e-07,0.9999999994731051,7.873978458804285e-17
1.3843284794422226e-07,0.9999999994612654,7.783447329470721e-17
1.4127917698530544e-07,0.9999999994483465,7.822937422276162e-17
1.4418402962920708e-07,0.9999999994343435,7.818997388068908e-17
1.4714860918448235e-07,0.9999999994235869,7.767595078128322e-17
1.5017414370101235e-07,0.9999999994101443,7.663756232033554e-17
1.5326188647871075e-07,0.9999999993963006,7.763626957778363e-17
1.5641311658669262e-07,0.9999999993823319,7.795315362787196e-17
1.5962913939311798e-07,0.999999999366114,7.986663869107378e-17
1.6291128710592687e-07,0.999999999348997,7.747734153070907e-17
1.6626091932469534e-07,0.9999999993334718,7.691850745534256e-17
1.696794236038365e-07,0.9999999993175837,7.94022938330251e-17
1.7316821602738364e-07,0.9999999993033101,7.66777603626068e-17
1.767287417955876e-07,0.9999999992906125,7.909121606961004e-17
1.803624758235804e-07,0.999999999274373,7.877890994925881e-17
1.8407092335234301e-07,0.9999999992545516,7.86614754840469e-17
1.8785562057223895e-07,0.9999999992367815,7.683834223558906e-17
1.9171813525936624e-07,0.9999999992182679,7.807165354977903e-17
1.956600674249959e-07,0.9999999991977427,7.783447329470721e-17
1.9968304997835923e-07,0.9999999991766411,7.873978458804285e-17
2.0378874940306858e-07,0.9999999991538675,7.775525243622074e-17
2.0797886644744013e-07,0.9999999991316033,7.695855875066546e-17
2.1225513682901484e-07,0.9999999991082021,7.695855875066546e-17
2.1661933195356272e-07,0.9999999990846218,7.691850745534256e-17
2.2107325964887313e-07,0.9999999990570764,7.86614754840469e-17
2.2561876491362829e-07,0.9999999990288719,7.83867775493612e-17
2.302577306816783e-07,0.9999999990063093,7.775525243622074e-17
2.3499207860203058e-07,0.9999999989795012,7.751710408992441e-17
2.3982376983487273e-07,0.9999999989529622,7.71185559270127e-17
2.447548058639662e-07,0.999999998929363,7.783447329470721e-17
2.497872293257445e-07,0.9999999989047907,7.759656808217908e-17
2.5492312485545316e-07,0.999999998880865,7.767595078128322e-17
2.601646199506927e-07,0.9999999988525593,7.615353076869677e-17
2.655138858527162e-07,0.9999999988238444,7.521709782112007e-17
2.7097313844584304e-07,0.9999999987929421,7.767595078128322e-17
2.765446391753704e-07,0.9999999987670297,7.994376728335113e-17
2.8223069598435757e-07,0.9999999987377285,7.751710408992441e-17
2.880336642696671e-07,0.9999999987068825,7.779487294958742e-17
2.939559478576679e-07,0.999999998675124,7.679822824578357e-17
3.000000000000001e-07,0.9999999986404003,7.71185559270127e-17
