time (s),P_echo(t),P_echo_std
4.611419402738977e-05,0.9998920649561402,8.502452963264148e-17
4.8508220421263724e-05,0.9998812894177228,9.104505742017335e-17
5.10265331112652e-05,0.9998697998682291,8.998972291411642e-17
5.367558444204852e-05,0.9998582169323644,8.815618249216202e-17
5.6462161732861644e-05,0.9998465349844396,8.752473334317945e-17
5.93934046678107e-05,0.9998340019294053,8.940570250931863e-17
6.247682358894216e-05,0.9998198002453137,8.773572135525476e-17
6.572031873901466e-05,0.9998044097763527,8.639076177745753e-17
6.913220050326204e-05,0.9997893684322217,8.822606453444158e-17
7.272121070201127e-05,0.9997718699465323,8.8191130435058e-17
7.649654498871019e-05,0.9997512826407683,8.874842590472262e-17
8.046787641075271e-05,0.9997296708301757,8.916411167297361e-17
8.464538019346907e-05,0.9997099620750287,8.909496539528164e-17
8.903975981077971e-05,0.9996908518539996,8.874842590472262e-17
9.366227440931295e-05,0.9996708944963281,8.588994154719671e-17
9.852476765625091e-05,0.9996502205340814,8.671119018262734e-17
0.00010363969808481433,0.9996242516360876,8.930224360965779e-17
0.00010902017101514059,0.9995982955367038,8.871369750350844e-17
0.00011467997213233868,0.9995745855721496,8.374644162876748e-17
0.00012063360280775483,0.9995466544137614,8.624796703228001e-17
0.00012689631725394763,0.9995160459400183,8.94401622147837e-17
0.00013348416160857143,0.9994810128041723,8.48794364729395e-17
0.0001404140150473036,0.999443692678048,8.930224360965779e-17
0.00014770363303115934,0.9994106435130455,8.867895550197894e-17
0.0001553716927989966,0.9993764041833428,8.603333053107397e-17
0.00016343784122177418,0.9993366478767168,8.506076425164523e-17
0.0001719227451411688,0.9993008109419205,8.805125543753058e-17
0.00018084814432153343,0.9992597797758229,9.005818220352622e-17
0.00019023690715086402,0.999216691879457,8.9060372124556e-17
0.00020011308923349177,0.9991704616272172,8.46977204938455e-17
0.00021050199502462634,0.9991216300285772,8.840052795286716e-17
0.00022143024266466462,0.9990659778825042,8.513318722283364e-17
0.00023292583217938718,0.9990077779778815,8.81212206892831e-17
0.0002450182172207762,0.9989495426719938,8.631939393233329e-17
0.00025773838053227423,0.9988982952673099,8.495201402914383e-17
0.0002711189133318311,0.9988287800344406,8.881784197001253e-17
0.00028519409881613833,0.9987564650523397,8.909496539528164e-17
0.0003000000000000001,0.9986941930442104,8.713659514091792e-17
