N_traj,T2,T2_error,T2_lower,T2_upper,ci_width_pct,R2
500,626.6060665412734,,570.3252598167326,682.8868732658143,17.963696724226892,
1000,626.6060665412734,,585.8730091453472,667.3391239371997,13.001169178193155,
2000,626.6060665412734,,596.5227099392056,656.6894231433413,9.601999791710064,
3000,626.6060665412734,,601.0401294832211,652.1720035993258,8.160130717907228,
5000,626.6060665412734,,605.3339210870981,647.8782119954487,6.789639165670012,
