time (s),P(t),P_std
0.0,1.0,0.0
9.999999999999999e-10,0.9999527822513133,9.033150053209479e-17
1.9999999999999997e-09,0.9998133014843028,8.680590478233536e-17
2.9999999999999996e-09,0.9995816121503207,8.941719055337623e-17
3.9999999999999994e-09,0.9992594423918828,8.711301603207303e-17
4.999999999999999e-09,0.9988482409391531,8.666379406529416e-17
5.999999999999999e-09,0.9983491706930301,8.973825869789965e-17
6.999999999999999e-09,0.9977638774254657,8.884096860547021e-17
7.999999999999999e-09,0.9970933611220192,8.604526882718792e-17
8.999999999999998e-09,0.9963421006086584,8.671119018262734e-17
9.999999999999999e-09,0.9955084503961898,8.70422403810939e-17
1.1e-08,0.9945959544710108,8.911802011565594e-17
1.1999999999999998e-08,0.9936009970307677,8.678223582353618e-17
1.2999999999999997e-08,0.9925252395872498,8.835403805853808e-17
1.3999999999999998e-08,0.9913706134363383,8.52296554546019e-17
1.5e-08,0.9901376518716037,8.51090530799751e-17
1.5999999999999998e-08,0.9888284931527991,8.720729421554322e-17
1.6999999999999997e-08,0.9874473612969121,8.493992207633486e-17
1.7999999999999996e-08,0.9859916137470375,8.671119018262734e-17
1.8999999999999998e-08,0.9844729839041151,8.659265124794157e-17
1.9999999999999997e-08,0.9828808146526079,8.594971602833213e-17
2.0999999999999996e-08,0.98122576350325,8.673487852897354e-17
2.2e-08,0.9795010914480832,8.75364682407777e-17
2.2999999999999998e-08,0.9777171690597455,8.532601462099501e-17
2.3999999999999997e-08,0.9758702408763542,8.379548786525806e-17
2.4999999999999996e-08,0.9739498719899758,8.231138896711101e-17
2.5999999999999995e-08,0.9719601001490956,8.618839939824382e-17
2.6999999999999997e-08,0.9699140544437727,8.50366095545086e-17
2.7999999999999996e-08,0.967807591950078,8.43574700259628e-17
2.8999999999999995e-08,0.9656434418778451,8.52296554546019e-17
3e-08,0.9634270869643347,8.186091279622146e-17
3.099999999999999e-08,0.9611532530897892,8.457635960546804e-17
3.1999999999999995e-08,0.9588279487343316,8.208645989907719e-17
3.3e-08,0.9564439863986147,8.45520665245115e-17
3.3999999999999993e-08,0.9539970065840119,8.43331138914791e-17
3.4999999999999996e-08,0.9514959267228019,8.46491970177953e-17
3.599999999999999e-08,0.9489393839997702,8.300727057938826e-17
3.6999999999999994e-08,0.9463417959615762,8.27097525232875e-17
3.7999999999999996e-08,0.9436880432875073,7.959610006185134e-17
3.899999999999999e-08,0.9409944519254615,8.472197181016033e-17
3.9999999999999994e-08,0.9382535806680705,8.105388470822197e-17
4.0999999999999997e-08,0.935460093613094,8.418682910850739e-17
4.199999999999999e-08,0.9326244696822084,8.057088721046358e-17
4.2999999999999995e-08,0.9297485547016365,8.186091279622146e-17
4.4e-08,0.9268412952309512,8.128167125020237e-17
4.499999999999999e-08,0.9238870069164409,8.112988461681563e-17
4.5999999999999995e-08,0.9208883645405015,7.980230792051356e-17
4.699999999999999e-08,0.9178626045026034,8.17353399154273e-17
4.799999999999999e-08,0.9147997216720749,8.03155113312552e-17
4.8999999999999995e-08,0.9116904034888942,8.256059144153042e-17
4.999999999999999e-08,0.9085375840447445,7.902625407419788e-17
5.0999999999999993e-08,0.9053492842124654,7.987949862814951e-17
5.199999999999999e-08,0.9021054234468578,7.694521063526706e-17
5.299999999999999e-08,0.898826383086953,8.226145788034025e-17
5.3999999999999994e-08,0.89552397540807,7.894822912108668e-17
5.499999999999999e-08,0.8921913710001562,8.377096833646239e-17
5.599999999999999e-08,0.8888133808634969,8.062186531566542e-17
5.6999999999999994e-08,0.8854029202117696,7.902625407419788e-17
5.799999999999999e-08,0.8819642296273469,8.102853556461275e-17
5.899999999999999e-08,0.878490330788253,7.782127541868275e-17
6e-08,0.874997100232155,8.143317496275171e-17
6.099999999999999e-08,0.8714504003724581,7.985377668298796e-17
6.199999999999999e-08,0.8678662545838509,7.82425032610722e-17
6.3e-08,0.8642555806767057,7.959610006185134e-17
6.399999999999999e-08,0.8606215997205516,7.913016766816421e-17
6.499999999999999e-08,0.8569684813363313,8.118051169482654e-17
6.6e-08,0.8532765875253876,7.821624298066782e-17
6.699999999999999e-08,0.8495556654310351,7.967349055175335e-17
6.799999999999999e-08,0.8458144719754201,7.850462293418876e-17
6.9e-08,0.8420565703159059,8.059638029359178e-17
6.999999999999999e-08,0.8382653833374104,8.08254562088053e-17
7.099999999999999e-08,0.8344490115629835,8.023874007458557e-17
7.199999999999998e-08,0.8306150017845527,7.892220366162853e-17
