time (s),P_echo(t),P_echo_std
1.4127917698530544e-06,0.9999999448537669,8.892186446356281e-17
1.441840296292071e-06,0.9999999434531239,8.631939393233329e-17
1.4714860918448235e-06,0.9999999423734609,8.59616659367706e-17
1.5017414370101235e-06,0.9999999410234716,8.578224251856995e-17
1.5326188647871077e-06,0.9999999396341109,8.7559933317795e-17
1.564131165866926e-06,0.9999999382345622,8.531397567707322e-17
1.5962913939311798e-06,0.9999999366115266,8.912954523954708e-17
1.6291128710592688e-06,0.9999999349030678,8.773572135525476e-17
1.6626091932469533e-06,0.9999999333520416,8.836566282512461e-17
1.696794236038365e-06,0.9999999317616206,8.829589126839102e-17
1.7316821602738366e-06,0.9999999303296669,8.741904837807692e-17
1.7672874179558758e-06,0.999999929052364,8.94401622147837e-17
1.803624758235804e-06,0.9999999274191986,8.815618249216202e-17
1.8407092335234303e-06,0.9999999254256297,8.874842590472262e-17
1.8785562057223895e-06,0.9999999236469028,8.748951920643198e-17
1.9171813525936623e-06,0.9999999218016679,9.019494489765867e-17
1.9566006742499587e-06,0.9999999197561393,8.826098480675078e-17
1.996830499783592e-06,0.9999999176580968,9.056997747120243e-17
2.037887494030686e-06,0.9999999154057918,8.713659514091792e-17
2.0797886644744015e-06,0.999999913204312,8.681773684192583e-17
2.1225513682901486e-06,0.9999999108810201,8.738379165215087e-17
2.166193319535627e-06,0.999999908518298,8.78410253195682e-17
2.210732596488731e-06,0.9999999057768226,8.780593803024361e-17
2.256187649136283e-06,0.999999902965296,8.981834640567178e-17
2.3025773068167827e-06,0.9999999007045921,8.787609859919283e-17
2.349920786020306e-06,0.9999998980211264,8.923320436964363e-17
2.398237698348727e-06,0.9999998953609575,8.7559933317795e-17
2.447548058639662e-06,0.9999998929940493,8.808624500991796e-17
2.4978722932574447e-06,0.9999998905225432,8.787609859919283e-17
2.5492312485545317e-06,0.9999998881203644,8.971536336427076e-17
2.601646199506927e-06,0.9999998852817835,9.128167018299423e-17
2.655138858527162e-06,0.9999998823993932,8.72426222681228e-17
2.7097313844584307e-06,0.9999998793073772,9.016077367275441e-17
2.765446391753704e-06,0.9999998767144623,8.97840318499187e-17
2.8223069598435758e-06,0.9999998737830663,8.808624500991796e-17
2.880336642696671e-06,0.9999998706886489,8.961226197411277e-17
2.939559478576679e-06,0.9999998675078833,9.016077367275441e-17
3.000000000000001e-06,0.9999998640300591,8.930224360965779e-17
